Lower lip pit	HP:0000196
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Respiratory complex I deficiency	None
Decreased activity of mitochondrial complex I	None
Mitochondrial lysine transport defect	None
Defective B cell differentiation	None
3-Methylglutaconic aciduria	None
3-Methylglutaconicaciduria	None
Specific pneumococcal antibody deficiency	None
Decreased lymphocyte apoptosis	None
Defective lymphocyte apoptosis	None
Mitochondrial depletion	None
Prolonged G2 phase of cell cycle	None
Short telomere length	None
Decreased lymphocyte proliferation in response to mitogen	None
Reduced lymphocyte proliferation to mitogen	None
Increased reactive oxygen species production	None
Oxidative stress	None
Increased ROS production	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Radiation-induced chromosome instability	None
Deficiency of delayed skin hypersensitivity	None
Reduced delayed hypersensitivity	None
Impaired delayed hypersensitivity	None
Decreased reactivity to skin test antigens	None
Abnormal Langerhans cell morphology	None
Polyclonal elevation of circulating IgG	None
Increased level of anti-bacteria IgE antibody	None
Increased anti-bacteria IgE antibody level	None
IgD hypergammaglobulinemia	None
Increased circulating IgD level	None
Increased serum IgD	None
Elevated serum IgD	None
Increased IgD level	None
Increased levels of IgD	None
Elevated IgD	None
Deficient excision of UV-induced pyrimidine dimers in DNA	None
Decreased plasma carnitine	None
Carnitine deficiency	None
Absent natural antibody to blood group agents	None
Absent isohemagglutinin level	None
Increased circulating total IgE level	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Elevated serum IgE	None
Thin zona pellucida	None
Abnormality of lysosomal metabolism	None
High frequency of chromosome breaks in lymphocytes	None
Chromosome breakage	None
Multiple chromosomal breaks	None
Increased chromosomal breakage	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage rate	None
Increased lymphocyte apoptosis	None
Abnormal isohemagglutinin level	None
Abnormal level of natural antibody to blood group agents	None
Decreased mitochondrial number	None
Decreased IgD	None
Decreased circulating total IgD	None
IgD deficiency	None
3-Methylglutaric aciduria	None
3-methylglutaricaciduria	None
Increased anti-animal dander IgE antibody level	None
Increased level of anti-dander IgE antibody	None
Decreased circulating IgG1 level	None
Increased hepatitis C virus antibody level	None
Alpha heavy chain disease	None
IgA heavy chain paraproteinemia	None
Increased anti-meat allergen IgE antibody level	None
Oligoclonal elevation of circulating IgG	None
Monoclonal elevation of IgG light chain	None
Abnormality of chromosome stability	None
Abnormal lymphocyte proliferation	None
Cardiomyocyte degeneration	None
Reduced granulocyte CD55 level	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Chronic decreased circulating total IgG	None
Increased circulating IgG3 level	None
Reduced reactive oxygen species production in neutrophils	None
Abnormal immunoglobulin concentration	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal serum level of immunoglobulin	None
Abnormality of mucopolysaccharide metabolism	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Immunoglobulin IgG2 deficiency	None
Decreased circulating IgG2 level	None
Reduced IgG2 levels	None
Abnormality of chromosome segregation	None
Double inlet to single ventricle of indeterminate morphology	None
Lumbar/sacral hemangioma	None
Lumbosacral hemangioma	None
Double inlet atrioventricular connection	None
Cor triatrium sinister	None
Straddling atrioventricular valve	None
Double inlet to single ventricle with two atrioventricular valves	None
Heart block	None
Left aortic arch with cervical origin of the right subclavian artery	None
Colonic arteriovenous malformation	None
Abnormal spleen physiology	None
Abnormal pulmonary vein morphology	None
Round retinal heme	None
Dot-and-blot retinal hemorrhage	None
Dot-and-blot retinal haemorrhage	None
Aortic tortuosity	None
Single coronary artery origin	None
Myocardial fiber disarray	None
Myofiber disarray	None
Apically displaced anterolateral papillary muscle	None
Apically displaced papillary muscles	None
Pleural lymphangiectasia	None
Two-raphe bicuspid aortic valve	None
Left bundle branch block	None
Non-restrictive ventricular septal defect	None
Foam cells with lamellar inclusion bodies	None
Missed heart beat	None
Skipped heart beat	None
Heart palpitations	None
Palpitations	None
Thoracic situs inversus	None
Dextrocardia	None
Heart tip and four chambers point towards right side of body	None
Abnormality of the atrial septum	None
Abnormal atrial septum morphology	None
Abnormal interatrial septum morphology	None
Asymmetric abdominal aortic aneurysm	None
Retinal arterial macroaneurysms	None
Interrupted aortic arch type C	None
Anomalous insertion of papillary muscle directly into anterior mitral leaflet	None
Venous varicosities of celiac and mesenteric vessels	None
Abnormal aortic valve cusp morphology	None
Abnormal portal venous system morphology	None
Blood pressure substantially lower in upper than upper extremities	None
Type III atherosclerotic lesion	None
Tetrology of fallot	None
Tetralogy of Fallot	None
Branch retinal vein occlusion	None
Right ventricular noncompaction cardiomyopathy	None
situs oppositus	None
Situs inversus totalis	None
All organs on wrong side of body	None
Situs inversus	None
situs transversus	None
Situs inversus with levocardia	None
Aortic medial fibrosis	None
Hemopericardium	None
Bidirectional shunt	None
Abnormal lymphatic vessel morphology	None
Abnormality of the lymphatic vessels	None
Renal artery duplication	None
Accessory renal artery	None
Double renal artery	None
Infra-aortic superior vena cava	None
Heart stops beating	None
Cardiac arrest	None
Underdeveloped aortic arch	None
Hypoplastic aortic arch	None
Aortic arch hypoplasia	None
Cervical aortic arch	None
Facial capillary hemangioma	None
Abnormal echocardiogram	None
Abnormal echocardiography	None
Reversed splitting of S2	None
Paradoxical splitting of the second heart sound	None
Paradoxical splitting of S2	None
Reversed splitting of the second heart sound	None
Left-sided heart failure	None
Impaired left ventricular function	None
Left ventricular impairment	None
Left ventricular dysfunction	None
Left ventricular failure	None
Follicular hyperplasia	None
Bradycardia	None
Brachycardia	None
Slow heartbeats	None
Hypovolemic shock	None
Abnormal metabolic cart test	None
Abnormal resting energy expenditure from metabolic cart test	None
Supraventricular arrhythmia	None
arrhythmias, Supraventricular	None
Bilateral ductus botalli	None
Bilateral ductus arteriosus	None
Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection	None
Abnormal spatial orientation of the cardiac segments	None
Common origin of the right brachiocephalic artery and left common carotid artery	None
Bovine arch	None
Ovine arch	None
Common brachiocephalic trunk	None
Abnormality of neck blood vessel	None
Abnormality of the cervical vasculature	None
Abnormality of blood vessel of neck	None
Abnormality of the vasculature of the neck	None
Abnormality of the cervical blood vessels	None
Right-to-left shunt	None
Bleeding within the skull	None
Intracranial hemorrhage	None
Asplenia	None
Absent spleen	None
Abnormal coronary artery morphology	None
Circumlimbal hyperemia	None
Ciliary limbus	None
Circumlimbal hyperaemia	None
Abnormality of gastrointestinal vasculature	None
Abnormality of GI blood vessels	None
Abnormality of GI vasculature	None
Neoplasm of the thymus	None
Uterine arteriovenous malformation	None
Epidural haematoma	None
Epidural hemorrhage	None
Extradural hematoma	None
Epidural hematoma	None
Extradural haematoma	None
Retinal cavernous angioma	None
Abdominal ectopia cordis	None
Hemorrhage of the eye	None
Haemorrhage of the eye	None
Bleeding from the eye	None
Duodenal arteriovenous malformation	None
Anomalous origin of the circumflex artery from the right sinus of Valsalva	None
Thickened interventricular septum	None
Ventricular septal hypertrophy	None
Abnormality of inferior alveolar artery	None
Vascular abnormalities	None
Abnormality of blood vessels	None
Abnormality of the vasculature	None
Atherosclerosis	None
Narrowing and hardening of arteries	None
Atherosclerotic cardiovascular disease	None
Plaque build-up in arteries	None
Abnormal mitral valve annulus morphology	None
Abnormal ventricular myocardium morphology	None
Peripheral artery calcification	None
Peripheral arterial calcification	None
Thoracic ectopia cordis	None
Retinal neovascularization	None
Retinal neovascularisation	None
Elevated jugular venous pressure	None
Coronary cameral fistula to right ventricle	None
Supracardiac total anomalous pulmonary venous connection	None
Type 1 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, supracardiac	None
Coronary-pulmonary artery fistula	None
Thymic hypoplasia or aplasia	None
Absent/small thymus	None
Absent/underdeveloped thymus	None
Aplasia/Hypoplasia of the thymus	None
Premature coronary artery disease	None
Premature coronary artery atherosclerosis	None
Persistant truncus arteriosus	None
Common arterial trunk	None
Truncus arteriosus	None
Medial arterial calcification	None
Conjunctival hyperaemia	None
Conjunctival hyperemia	None
Conjunctival vascular congestion	None
Conjunctival injection	None
Pink eye	None
Conjunctivitis, recurrent	None
Conjunctivitis	None
Anomalous origin of left coronary artery from the pulmonary artery	None
ALCAPA	None
Anomalous left coronary artery from the pulmonary artery	None
Bland-Garland-White syndrome	None
Diastolic heart murmur	None
Aortic valve atresia	None
Aortic atresia	None
Endocardial fibroelastosis	None
Swollen lymph nodes in the neck	None
Cervical lymphadenopathy	None
High-output congestive heart failure	None
Prominent S wave in lead I	None
Pulmonary hemorrhage	None
Intrapulmonary hemorrhage	None
Atrial fibrillation	None
Quivering upper heart chambers resulting in irregular heartbeat	None
Single ventricle of indeterminate morphology	None
Foveal hemorrhage	None
Foveal haemorrhage	None
Aplastic nasopharyngeal adenoids	None
Splenic cyst	None
Cyst on spleen	None
Frontal venous angioma	None
Dilatation of celiac artery	None
Celiac artery aneurysm	None
Narrowing of carotid artery	None
Carotid artery stenosis	None
Carotid stenosis	None
Aortic root aneurysm	None
Aortic root dilatation	None
Increased aortic root diameter	None
Bulge in wall of root of large artery that carries blood away from heart	None
Pseudocoarctation of the aorta	None
Arachnoid hemangiomatosis	None
Coronary artery fistula	None
Coronary fistula	None
Regional left ventricular wall motion abnormality	None
Abnormal tricuspid chordae tendinae morphology	None
Mucoid extracellular matrix accumulation	None
Cystic medial necrosis of the aorta	None
MEMA	None
Absent lymphatic vessels	None
Aplasia of lymphatic vessels	None
Abnormal heart sound	None
Interrupted aortic arch type A	None
Ambiguous atrioventricular connection	None
Fascicular left ventricular tachycardia	None
Central fundal arteriolar microaneurysms	None
Lymphangioma	None
Low-output congestive heart failure	None
Venous malformations	None
Venous malformation	None
Abnormal anatomic location of the heart	None
Cardiac rhabdomyoma	None
Blocked retinal artery	None
Retinal arteriolar occlusion	None
Choroidal hemangioma	None
Endomyocardial fibrosis	None
Endocardial fibrosis	None
Vertebral artery calcification	None
L-transposition	None
Congenitally corrected transposition of the great arteries	None
Ventricular inversion	None
DORV with subaortic VSD and pulmonary stenosis	None
Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis	None
Hemangioma of the liver	None
Liver hemangioma	None
Hepatic hemangioma	None
Supraventricular tachycardia with a manifest accessory pathway	None
Lymphatic disease	None
Abnormality of the lymphatic system	None
Peripheral pulmonary vessel aplasia	None
Splenogonadal fusion	None
Prolonged QTc interval	None
Labial hemangioma	None
Prominent U wave	None
Increased U wave amplitude	None
Gastrointestinal arteriovenous malformation	None
GI arteriovenous malformation	None
DORV with doubly committed VSD and pulmonary stenosis	None
Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	None
Right ventricular cardiomyopathy	None
Cardiomyopathy, esp. right ventricular	None
Cardiomyopathy, right ventricular	None
Subaortic stenosis	None
Subvalvular aortic stenosis	None
Narrowing of blood vessel below aortic heart valve	None
Tortuous cerebral arteries	None
Twisted cerebral arteries	None
