Abnormality of body height	HP:0000002
Absent/small ovary	HP:0010462
Absent/underdeveloped ovary	HP:0010462
Aplasia/Hypoplasia of the ovary	HP:0010462
Aplasia of the ovaries	HP:0010463
Aplasia of the ovary	HP:0010463
Bilateral absent ovaries	HP:0010463
Absent ovary	HP:0010463
Streak ovary	HP:0010464
Precocious puberty in females	HP:0010465
Absent/small testes	HP:0010468
Aplasia/Hypoplasia of the testes	HP:0010468
Absent/underdeveloped testes	HP:0010468
Absent testis	HP:0010469
Absent testes	HP:0010469
Aplasia of the testes	HP:0010469
Absence of palpable testicules	HP:0010469
Supernumerary testes	HP:0010470
Polyorchidism	HP:0010470
Extra testes	HP:0010470
Oligosacchariduria	HP:0010471
Abnormal circulating porphyrin concentration	HP:0010472
Porphyrinuria	HP:0010473
Bladder stones	HP:0010474
Cloacal exstrophy	HP:0010475
Absent/underdeveloped bladder	HP:0010476
Aplasia/Hypoplasia of the bladder	HP:0010476
Absent/small bladder	HP:0010476
Absent bladder	HP:0010477
Aplasia of the bladder	HP:0010477
Abnormality of the urachus	HP:0010478
Persistent urachus	HP:0010479
Patent urachus	HP:0010479
Urethral fistula	HP:0010480
Urethral valve	HP:0010481
Acromelia of the upper limbs	HP:0010482
Amniotic constriction rings of arms	HP:0010483
Hypertrophy of the upper limb	HP:0010484
Increased size of upper limb	HP:0010484
Hyperextensibility at elbow	HP:0010485
Abnormality of the hypothenar eminence	HP:0010486
Hypoplasia of the hypothenar eminence	HP:0010487
Hypothenar hypoplasia	HP:0010487
Small hypothenar eminence	HP:0010487
Absent/underdeveloped palm crease	HP:0010488
Aplasia/Hypoplasia of the palmar creases	HP:0010488
Absent/small palm crease	HP:0010488
Absent palmar crease	HP:0010489
Aplasia of the palmar creases	HP:0010489
Absent palm lines	HP:0010489
Absence of the palmar creases	HP:0010489
Abnormality of the palmar creases	HP:0010490
Abnormality of the palm lines	HP:0010490
Amniotic constriction rings of digits	HP:0010491
Digital constriction ring	HP:0010491
Osseous finger syndactyly	HP:0010492
Osseous syndactyly of the fingers	HP:0010492
Elongated long bone of hand	HP:0010493
Long metacarpals	HP:0010493
Increased length of metacarpals	HP:0010493
Acromelia of the lower limbs	HP:0010494
Amniotic constriction rings of legs	HP:0010495
Hypertrophy of the lower limb	HP:0010496
Sirenomelia	HP:0010497
Sympodia	HP:0010497
Bipartite patella	HP:0010498
Subluxation of patella	HP:0010499
Patellar subluxation	HP:0010499
Partial knee cap dislocation	HP:0010499
Hyperextensibility of the knee	HP:0010500
Limited knee movement	HP:0010501
Limitation of knee mobility	HP:0010501
Fibular bowing	HP:0010502
Bowed calf bone	HP:0010502
Fibular duplication	HP:0010503
Duplicated calf bone	HP:0010503
Increased length of shankbone	HP:0010504
Increased length of the tibia	HP:0010504
Increased length of shinbone	HP:0010504
Limitation of movement at ankles	HP:0010505
Abnormal prints on feet	HP:0010506
Abnormal dermatoglyphics on feet	HP:0010506
Abnormal plantar dermatoglyphics	HP:0010506
Foot asymmetry	HP:0010507
Metatarsus valgus	HP:0010508
Absent ankle bone	HP:0010509
Aplasia of the tarsal bones	HP:0010509
Absent tarsals	HP:0010509
Hypermobility of toe joints	HP:0010510
Long toes	HP:0010511
Long toe	HP:0010511
Increased length of toes	HP:0010511
Adrenal calcification	HP:0010512
Pituitary calcification	HP:0010513
Hyperpituitarism	HP:0010514
Absent/underdeveloped thymus	HP:0010515
Thymic hypoplasia or aplasia	HP:0010515
Absent/small thymus	HP:0010515
Aplasia/Hypoplasia of the thymus	HP:0010515
Thymus hyperplasia	HP:0010516
Thymic hyperplasia	HP:0010516
Enlarged thymus	HP:0010516
Abnormal thymus position	HP:0010517
Ectopic thymus tissue	HP:0010517
Thyroglossal cyst	HP:0010518
Thyroglossal duct cyst	HP:0010518
Fetal hyperkinesia	HP:0010519
Increased fetal movement	HP:0010519
Gait apraxia	HP:0010521
Dyslexia	HP:0010522
Reading disability	HP:0010522
Text blindness	HP:0010523
Alexia	HP:0010523
Word blindness	HP:0010523
Agnosia	HP:0010524
Finger agnosia	HP:0010525
Dysgraphia	HP:0010526
Astereognosis	HP:0010527
Somatosensory agnosia	HP:0010527
Astereognosia	HP:0010527
Prosopagnosia	HP:0010528
Face blindness	HP:0010528
Facial agnosia	HP:0010528
Echophrasia	HP:0010529
Echolalia	HP:0010529
Repeated speech	HP:0010529
Echoing another person's speech	HP:0010529
Echologia	HP:0010529
Palatal myoclonus	HP:0010530
Spinal myoclonus	HP:0010531
Paroxysmal vertigo	HP:0010532
Spasmus nutans	HP:0010533
Transient global amnesia	HP:0010534
Sleep apnoea	HP:0010535
Pauses in breathing while sleeping	HP:0010535
Sleep apnea	HP:0010535
Central sleep apnea	HP:0010536
Central sleep apnoea	HP:0010536
Broad cranial sutures	HP:0010537
Wide cranial sutures	HP:0010537
Large cranial suture	HP:0010537
Widened cranial sutures	HP:0010537
Persistent open cranial sutures	HP:0010537
open cranial sutures	HP:0010537
Small hypophyseal fossa	HP:0010538
Hypoplasia of pituitary fossa	HP:0010538
Hypoplasia of sella turcica	HP:0010538
Small sella turcica	HP:0010538
Small pituitary fossa	HP:0010538
Hypoplasia of hypophseal fossa	HP:0010538
Thin cranial bone	HP:0010539
Thin calvarium	HP:0010539
Thin skull bone	HP:0010539
Advanced pneumatization of cranial sinuses	HP:0010540
Thickened folds on top of scalp	HP:0010541
Cutis gyrata of scalp	HP:0010541
Scalp furrows	HP:0010541
Cutis verticis gyrata	HP:0010541
Furrows in thickened skin on top of scalp	HP:0010541
Scalp folds	HP:0010541
Thickening of the scalp	HP:0010541
Vestibular nystagmus	HP:0010542
Opsoclonus	HP:0010543
Vertical nystagmus	HP:0010544
Downbeat nystagmus	HP:0010545
Muscle fibrillation	HP:0010546
Twitching	HP:0010546
Muscle flaccidity	HP:0010547
Transient swelling of muscle induced by percussion	HP:0010548
Percussion myotonia	HP:0010548
Paralysis due to lesions of the principle motor tracts	HP:0010549
Weakness due to upper motor neuron dysfunction	HP:0010549
Paraplegia	HP:0010550
Leg paralysis	HP:0010550
Paraplegia/paraparesis	HP:0010551
Oculogyric crisis	HP:0010553
Webbed fingers	HP:0010554
Cutaneous syndactyly of hands	HP:0010554
Cutaneous finger syndactyly	HP:0010554
Webbed skin of fingers	HP:0010554
Cutaneous syndactyly of fingers	HP:0010554
Overlapping fingers	HP:0010557
Abnormality of the clivus	HP:0010558
Vertical clivus	HP:0010559
Undulate clavicles	HP:0010560
Wavy collarbone	HP:0010560
Wavy clavicles	HP:0010560
Wavy ribs	HP:0010561
Undulate ribs	HP:0010561
Keloids	HP:0010562
Bifid epiglottis	HP:0010564
Aplasia/Hypoplasia of the Epiglottis	HP:0010565
Hamartoma	HP:0010566
Y-shaped metatarsals	HP:0010567
Y-shaped long bone of foot	HP:0010567
Hamartoma of the eye	HP:0010568
Elevated levels of cholesta-5,7-dien-3beta-ol	HP:0010569
Elevated 7-dehydrocholesterol	HP:0010569
Low maternal serum alpha-fetoprotein	HP:0010570
Elevated levels of phytanic acid	HP:0010571
Abnormality of the proximal femoral epiphysis	HP:0010574
Abnormality of the epiphysis of the femoral head	HP:0010574
Abnormality of the end part of the innermost thighbone	HP:0010574
Abnormality of femoral head development	HP:0010575
Dysplastic femoral head	HP:0010575
Dysplasia of the femoral head	HP:0010575
Cerebral cystic malformation	HP:0010576
Intracranial cystic lesion	HP:0010576
Absent end part of bone	HP:0010577
Absent epiphyses	HP:0010577
Bracket epiphyses	HP:0010578
Bracket shaped end part of long bone	HP:0010578
Cone-shaped end part of bone	HP:0010579
Cone-shaped epiphyses	HP:0010579
Cone-shaped epiphysis	HP:0010579
Large end part of bone	HP:0010580
Widened, distorted epiphyses	HP:0010580
Large epiphyses	HP:0010580
Enlarged epiphyses	HP:0010580
Irregular epiphyses	HP:0010582
Irregular end part of long bone	HP:0010582
Increased bone density in end part of bone	HP:0010583
Epiphyseal sclerosis	HP:0010583
Ivory epiphyses	HP:0010583
Pseudoepiphyses	HP:0010584
Small epiphyses	HP:0010585
Small end part of bone	HP:0010585
Triangular epiphyses	HP:0010587
Triangular end part of bone	HP:0010587
Premature closure of epiphyses	HP:0010588
Premature epimetaphyseal fusion	HP:0010588
Abnormality of the distal femoral epiphysis	HP:0010590
Abnormality of the end part of the outermost thighbone	HP:0010590
Abnormality of the proximal tibial epiphysis	HP:0010591
Abnormality of the end part of innermost shinbone	HP:0010591
Abnormality of the end part of innermost shankbone	HP:0010591
Abnormality of the distal tibial epiphysis	HP:0010592
Abnormality of the end part of outermost shankbone	HP:0010592
Abnormality of the end part of outermost shinbone	HP:0010592
Abnormality of the end part of the calf bone	HP:0010593
Abnormality of fibular epiphyses	HP:0010593
Abnormality of the innermost end part of calf bone	HP:0010594
Abnormality of the proximal fibular epiphysis	HP:0010594
Abnormality of the distal fibular epiphysis	HP:0010595
Abnormality of the outermost end part of calf bone	HP:0010595
Abnormality of the proximal radial epiphysis	HP:0010596
Abnormality of the distal radial epiphysis	HP:0010597
Abnormality of the end part of the innermost long bone in upper arm	HP:0010598
Abnormality of the proximal humeral epiphysis	HP:0010598
Abnormality of the end part of the outermost long bone in upper arm	HP:0010599
Abnormality of the distal humeral epiphysis	HP:0010599
Abnormality of the distal ulnar epiphysis	HP:0010600
Abnormality of the proximal ulnar epiphysis	HP:0010601
Type 2 muscle fiber predominance	HP:0010602
Type II muscle fiber predominance	HP:0010602
Odontogenic keratocysts of the jaw	HP:0010603
Keratocystic odontogenic tumor	HP:0010603
Keratocysts of the jaw	HP:0010603
Lesion of the eyelid	HP:0010604
Cyst of the eyelid	HP:0010604
Eyelid mass	HP:0010604
Eyelid bump	HP:0010604
Meibomian gland lipogranuloma	HP:0010605
Chalazion	HP:0010605
Red bump on eyelid	HP:0010606
Stye of eyelid	HP:0010606
Hordeolum	HP:0010606
Hordeolum externum	HP:0010607
Stye of inner eyelid	HP:0010608
Hordeolum internum	HP:0010608
Red bump on inner eyelid	HP:0010608
Acrochorda	HP:0010609
Skin tags	HP:0010609
Palmar pits	HP:0010610
Plantar pits	HP:0010612
Fibroma	HP:0010614
Angiofibromas	HP:0010615
Lung fibroma	HP:0010616
Cardiac fibroma	HP:0010617
Ovarian fibroma	HP:0010618
Breast fibroadenoma	HP:0010619
Fibroadenoma of the breast	HP:0010619
Breast fibroadenomas	HP:0010619
Cheekbone prominence	HP:0010620
Malar prominence	HP:0010620
Malar excess	HP:0010620
Malar hyperplasia	HP:0010620
Prominent malar region	HP:0010620
Hyperplasia of malar bones	HP:0010620
soft tissue syndactyly of toes	HP:0010621
Webbed skin of toes	HP:0010621
Cutaneous syndactyly of feet	HP:0010621
Cutaneous syndactyly of toes	HP:0010621
Bone neoplasm	HP:0010622
Neoplasm of the skeletal system	HP:0010622
Skeletal tumor	HP:0010622
Neoplasia of the skeletal system	HP:0010622
Aplastic/hypoplastic toenails	HP:0010624
Absent/small toenails	HP:0010624
Aplastic/hypoplastic toenail	HP:0010624
Absent/underdeveloped toenails	HP:0010624
Hypoplastic-absent toenails	HP:0010624
Anterior pituitary dysgenesis	HP:0010625
Adenohypophysis	HP:0010625
Aplasia of the pituitary gland	HP:0010626
Absent pituitary gland	HP:0010626
Anterior pituitary agenesis	HP:0010626
Anterior pituitary hypoplasia	HP:0010627
Hypoplasia of the pituitary gland	HP:0010627
Underdeveloped pituitary gland	HP:0010627
Facial nerve palsy	HP:0010628
Seventh cranial nerve palsy	HP:0010628
Facial muscle weakness of muscles innervated by CN VII	HP:0010628
Facial palsy, unilateral or bilateral	HP:0010628
VII th cranial nerve palsy	HP:0010628
Facial palsy	HP:0010628
Bell's palsy	HP:0010628
Cranial nerve VII palsy	HP:0010628
Facial nerve paralysis	HP:0010628
Abnormal morphology of the cortex of the humerus	HP:0010629
Abnormality of end part of long bone of foot	HP:0010630
Abnormality of the epiphyses of the metatarsals	HP:0010630
Abnormality of metatarsal epiphysis	HP:0010630
Abnormality of the end part of the foot bone	HP:0010631
Abnormality of the epiphyses of the feet	HP:0010631
Total anosmia	HP:0010632
Partial anosmia	HP:0010633
Total hyposmia	HP:0010634
Partial hyposmia	HP:0010635
Schizencephaly	HP:0010636
Conjunctival amyloidosis	HP:0010637
Elevated alkaline phosphatase of hepatic origin	HP:0010638
Elevated ALP of hepatic origin	HP:0010638
Increased serum bone-specific alkaline phosphatase	HP:0010639
Elevated alkaline phosphatase of bone origin	HP:0010639
Elevated ALP of bone origin	HP:0010639
Abnormality of the nasal cavity	HP:0010640
Abnormality of the midnasal cavity	HP:0010641
Midnasal atresia	HP:0010643
Midnasal atresia or stenosis	HP:0010644
Midnasal stenosis	HP:0010644
Absent outermost bone of the toes	HP:0010645
Aplasia of the distal phalanges of the toes	HP:0010645
Cervical spine instability	HP:0010646
Abnormal elasticity of skin	HP:0010647
Dermal translucency	HP:0010648
Translucent skin	HP:0010648
Flat nasal alae	HP:0010649
Depressed nasal alae	HP:0010649
Flat nasal alar cartilage	HP:0010649
Hypoplasia of the premaxilla	HP:0010650
Underdevelopment of the premaxilla	HP:0010650
Hypoplasia of the primary palate bone	HP:0010650
Primary palate bone retrusion	HP:0010650
Hypoplasia of the intermaxillary bone	HP:0010650
Premaxillary underdevelopment	HP:0010650
Decreased size of premaxilla	HP:0010650
Decreased size of the primary palate bone	HP:0010650
Premaxillary bone retrusion	HP:0010650
Small premaxilla	HP:0010650
Small primary palate bone	HP:0010650
Premaxillary bone deficiency	HP:0010650
Underdevelopment of premaxilla	HP:0010650
Underdevelopment of the primary palate bone	HP:0010650
Primary palate bone deficiency	HP:0010650
Premaxillary retrusion	HP:0010650
Abnormality of the meninges	HP:0010651
Abnormal meningeal morphology	HP:0010651
Abnormality of the dura mater	HP:0010652
Abnormal dura mater morphology	HP:0010652
Abnormality of the falx cerebri	HP:0010653
Abnormality of the cerebral falx	HP:0010653
Aplasia of the falx cerebri	HP:0010654
Absent cerebral falx	HP:0010654
Epiphyseal punctate calcifications	HP:0010655
Epiphyseal stippling	HP:0010655
Speckled calcifications in end part of bone	HP:0010655
Stippled epiphyses	HP:0010655
Stippling of the epiphyses	HP:0010655
Abnormal maturation of the end part of a bone	HP:0010656
Abnormality of the mineralisation or ossification of the epiphyses	HP:0010656
Abnormal epiphyseal ossification	HP:0010656
Patchy reduction of bone mineral density	HP:0010657
Patchy changes of bone mineral density	HP:0010658
Patchy increased and decreased bone mineral density	HP:0010659
Patchy variation in bone mineral density	HP:0010659
Abnormal maturation of the hand bones	HP:0010660
Abnormality of the mineralisation and ossification of bones of the hand	HP:0010660
Abnormal hand bone ossification	HP:0010660
Abnormal ossification of hand bones	HP:0010660
Absence of the third cerebral ventricle	HP:0010661
Abnormality of the diencephalon	HP:0010662
Abnormality of the thalamus	HP:0010663
Abnormal shape of thalamus	HP:0010663
Abnormality of thalamus morphology	HP:0010663
Fusion of thamali	HP:0010664
Fusion of the left and right thalami	HP:0010664
Undivided thalami	HP:0010664
Fused thalami	HP:0010664
Bilateral coxa valga	HP:0010665
Hypotrophic anterior nasal spine	HP:0010666
Decreased length of anterior nasal spine	HP:0010666
Hypoplasia of the anterior nasal spine	HP:0010666
Decreased size of anterior nasal spine	HP:0010666
Deficiency of anterior nasal spine	HP:0010666
Decreased projection of anterior nasal spine	HP:0010666
Small anterior nasal spine	HP:0010666
Underdevelopment of anterior nasal spine	HP:0010666
Aplasia of the upper jaw bones	HP:0010667
Absence of the maxilla	HP:0010667
Missing upper jaw bones	HP:0010667
Agenesis of the maxilla	HP:0010667
Failure of development of maxilla	HP:0010667
Absence of upper jaw bones	HP:0010667
Failure of development of upper jaw bones	HP:0010667
Aplasia of the maxilla	HP:0010667
Abnormality of the zygomatic bone	HP:0010668
Anomaly of the zygomatic bone	HP:0010668
Deformity of the zygomatic bone	HP:0010668
Malformation of the zygomatic bone	HP:0010668
Abnormality of the cheekbone	HP:0010668
Deformity of the cheekbone	HP:0010668
Hypotrophy of the zygomatic bone	HP:0010669
Small malar bone	HP:0010669
Decreased size of cheekbone	HP:0010669
Cheekbone underdevelopment	HP:0010669
Hypotrophic zygomatic bone	HP:0010669
Decreased size of zygomatic bone	HP:0010669
Small zygomatic bone	HP:0010669
Flattening of the zygomatic bone	HP:0010669
