Abnormality of body height	HP:0000002
Enlarged polycystic kidneys	None
Abnormality of the scrotum	None
Endometriosis	None
Stage 3 chronic kidney disease	None
Abnormal male urethral meatus morphology	None
Urethral atresia, female	None
Kappa Bence Jones proteinuria	None
Neoplasia of the urethra	None
Neoplasm of the urethra	None
Vulvovaginitis	None
Vaginitis	None
Methioninuria	None
Oroticaciduria	None
Increased urinary orotic acid concentration	None
High urine orotic acid levels	None
Orotic aciduria	None
Abnormal urinary color	None
Abnormal urinary colour	None
Abnormal urine color	None
Abnormal urinary copper concentration	None
Wide penis	None
Hypoplastic female external genitalia	None
Underdeveloped female external genitalia	None
Low ALP of renal origin	None
Low alkaline phosphatase of renal origin	None
Germ cell neoplasia	None
Ovarian sex cord-stromal tumor	None
Prostate mass	None
Cryptozoospermia	None
Cryptospermia	None
Neoplasm of the penis	None
Neoplasia of the penis	None
Penis tumor	None
Abnormal urine carbohydrate level	None
Increased urinary alanine	None
Alaninuria	None
Torsion of the penis	None
Uterine cancer	None
Uterine neoplasm	None
Uterine tumor	None
Uterine neoplasia	None
Papillary renal cell carcinoma type 2	None
Streak ovary	None
Increased female libido	None
Increased female sex drive	None
Abnormality of renal excretion	None
Lambda Bence Jones proteinuria	None
Rectocele	None
Steroid-resistant nephrotic syndrome	None
Transient nephrotic syndrome	None
Transient nephrosis	None
Global glomerulosclerosis	None
Polyp of the ureter	None
Ureter polyp	None
Ureteral polyp	None
Hypoplasia of the bladder	None
Hypoplastic bladder	None
Underdeveloped bladder	None
Increased urinary sulfite	None
Infertility	None
Abnormal urinary mineral level	None
Altman type IV sacrococcygeal teratoma	None
Presacral teratoma	None
Retrorectal teratoma	None
Struvite nephrolithiasis	None
Struvite kidney stones	None
Abnormality of the urachus	None
Aplasia of the fallopian tube	None
Renal ptosis	None
Floating kidney	None
Nephroptosis	None
Elevated ALP of renal origin	None
Elevated alkaline phosphatase of renal origin	None
3-Methylglutaric aciduria	None
3-methylglutaricaciduria	None
Pyelonephritis	None
Recurrent Haemophilus influenzae infections	None
Recurrent H. influenzae infections	None
Inflammation of the peritoneum	None
Peritonitis	None
Abnormal lymphocytes	None
Abnormality of cells of the lymphoid lineage	None
Abnormal lymphocyte morphology	None
Specific antibody deficiency	None
Decreased circulating level of specific antibody	None
Decreased specific antibody in blood	None
House dust mite allergy	None
Allergy to house dust mites	None
IgE-mediated house dust mite allergy	None
Immunoglobulin E-mediated house dust mite allergy	None
Acute severe asthma	None
Status asthmaticus	None
Opportunistic bacterial infection	None
Otitis media	None
Middle ear infection	None
Pulmonary lymphangiectasis	None
Pulmonary lymphangiectasia	None
Seborrheic dermatitis	None
Seborrhea	None
Seborrheic eczema	None
Dysseborrheic dermatitis	None
Encephalitis	None
Brain inflammation	None
Abnormal isohemagglutinin level	None
Abnormal level of natural antibody to blood group agents	None
Drug-induced agranulocytosis	None
Salmonella bone infection	None
Salmonella osteomyelitis	None
Decreased circulating total IgG	None
Decreased proportion of transitional B cells	None
Decreased proportion of CD19+CD38+IgM+ cells	None
Decreased circulating IgG4 level	None
Recurrent infection of the gastrointestinal tract	None
Gastrointestinal infections	None
Gastrointestinal infections, recurrent	None
Recurrent gastrointestinal infections	None
Recurrent infection of the GI tract	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Abnormal proportion of effector memory CD4-positive, alpha-beta T cells	None
Bacteria allergy	None
IgE-mediated bacteria allergy	None
Immunoglobulin E-mediated bacteria allergy	None
Allergy to bacteria	None
Crusting erythematous dermatitis	None
Defective cellular immunity	None
Abnormal T cell morphology	None
Abnormality of T cells	None
Abnormal T cells	None
Cellular immune defect	None
Coccidioidal meningitis	None
Abnormality of lingual tonsil	None
Calcium channel antibody positivity	None
Ca channel antibody positivity	None
Ca2+ channel antibody positivity	None
Pyoderma fistulans significa	None
Smoker's boils	None
Verneuil's disease	None
Acne inversa	None
Hidradenitis suppurativa	None
Tegumentary leishmaniasis susceptibility	None
Granulomatous cholangitis	None
Superficial dermal perivascular inflammatory infiltrate	None
Superficial perivascular inflammatory infiltrate	None
Acute lymphoblastic leukemia	None
Acute lymphoid leukemia	None
Acute lymphatic leukemia	None
Acute lymphocytic leukemia	None
Secretory IgA deficiency	None
Rheumatoid factor positive	None
Pneumocystis jirovecii pneumonia	None
Immunologic hypersensitivity	None
Erythema nodosum	None
Frequent bacterial infections	None
Recurrent bacterial infections	None
Prone to bacterial infection	None
Susceptibility to pyogenic infection	None
Recurrent major bacterial infections	None
Frequent pyogenic infections	None
Recurrent pyogenic infections	None
Increased susceptibility to bacterial infections	None
Bacterial infections, recurrent	None
Eosinophilic dermatitis	None
Eosinophilic dermal infiltration	None
Celiac sprue	None
Celiac disease	None
Abnormal myeloid leukocyte morphology	None
Abnormality of myeloid leukocytes	None
Decreased circulating IgG1 level	None
Glomerular nephritis	None
Glomerulonephritis	None
Thymic hypoplasia or aplasia	None
Absent/small thymus	None
Absent/underdeveloped thymus	None
Aplasia/Hypoplasia of the thymus	None
Abnormal T cell proliferation	None
Inflammatory skin disease	None
Inflammatory abnormality of the skin	None
Dermatitis	None
Skin inflammation	None
Abnormal tendency to infections of the skin	None
Depressed antibody response to polysaccharide antigens	None
Specific anti-polysaccharide antibody deficiency	None
tonsils large/hypertrophy	None
Enlarged tonsils	None
Tonsillar hypertrophy	None
Enlargment of tonsils	None
Persistent human papillomavirus infection	None
Increased susceptibility to neisseria meningitidis infections	None
Recurrent meningococcal disease	None
Absence of bactericidal oxidative respiratory burst in phagocytes	None
IgE-mediated cow milk allergy	None
Milk allergy	None
Cow milk allergy	None
Immunoglobulin E-mediated cow milk allergy	None
Pelger-Huet anomaly	None
Hyposegmentation of neutrophil nuclei in peripheral blood	None
Hyposegmentation of neutrophil nuclei	None
Abnormal distribution of CD56 bright/dim natural killer cells	None
Abnormal distribution of CD56 bright/dim NK cells	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T-cell activation	None
Abnormal T lymphocyte activation	None
Pancreas abscess	None
Pancreatic abscess	None
Pancreatic inflammation	None
Pancreatitis	None
Airborn particle hypersensitivity	None
Increased circulating myelocyte count	None
Minimal change nephropathy	None
Minimal change disease	None
Minimal change glomerulonephritis	None
Generalized seborrheic eczema	None
Generalized seborrheic dermatitis	None
Absent lymphatic vessels	None
Aplasia of lymphatic vessels	None
Increased proportion of plasmablasts	None
Enteroviral hepatitis	None
Autoimmunity	None
Autoimmune condition	None
Autoimmune disorder	None
Autoimmune disease	None
Abnormality of neutrophil physiology	None
Cutaneous abscess	None
Skin abscess	None
Anti-LKM-1 positive	None
Liver kidney microsome type 1 antibody positivity	None
Partial absence of specific antibody response to pneumococcus vaccine	None
Acute infectious pneumonia	None
Decreased proportion of marginal zone B cells	None
Decreased proportion of central memory CD4-positive, alpha-beta T cells	None
Myeloproliferative disorder	None
Acute myeloblastic leukemia	None
Acute myelogenous leukemia	None
Acute myelocytic leukemia	None
Acute myeloid leukemia	None
AML	None
Sinusitis, recurrent	None
Recurrent sinus disease	None
Recurrent sinusitis	None
Perianal abscess	None
Hepatitis, chronic active	None
Chronic active hepatitis	None
Decreased blood lymphocyte number	None
Lymphopenia	None
Low lymphocyte number	None
Lymphocytopenia	None
Absolute lymphocyte count decrease	None
Anti-mitochondrial M2 antibody positivity	None
AMA-M2 positive	None
Low white blood cell count	None
Decreased blood leukocyte number	None
Leukopenia	None
Decreased serum C3	None
Decreased serum complement C3	None
Decreased serum complement C3 level	None
Monoclonal elevation of circulating IgE	None
Immunoglobulin E-mediated plant based food allergen allergy	None
Plant based food allergy	None
IgE-mediated plant based food allergen allergy	None
Allergy to plant based food allergens	None
Abnormality of T cell physiology	None
Decreased inflammatory response	None
Cutaneous infections	None
Recurrent skin infections	None
Skin infections, recurrent	None
Skin infections	None
Chronic tinea infection	None
Severe viral infection	None
Increased proportion of naive B cells	None
Recurring pancreatitis	None
Recurring pancreas inflammation	None
Recurrent pancreatitis	None
Increased proportion of central memory CD4-positive, alpha-beta T cells	None
Abnormal lymphocyte physiology	None
Persistent CMV viremia	None
Splenic rupture	None
Ruptured spleen	None
Hyperglobulinemia	None
Hypergammaglobulinaemia	None
Elevated immunoglobulin levels	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased antibody level in blood	None
Increased serum gamma globulin	None
Increased immunoglobulin level	None
Hypergammaglobulinemia	None
Allergic rhinitis	None
Hay fever	None
Nasal allergies	None
Hayfever	None
Decreased serum complement C4a	None
Reduced proportion of naive CD8 T cells	None
Allergy to animal proteins	None
IgE-mediated animal protein allergy	None
Immunoglobulin E-mediated animal protein allergy	None
Animal protein allergy	None
Lower respiratory tract infections	None
Recurrent chest infections	None
Recurrent lower respiratory tract infections	None
Chronic lung infections	None
Lymphoid cholangitis	None
Monocytopenia	None
Low blood monocyte number	None
Acinetobacter infection	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Lymphangioleiomyomatosis	None
Pulmonary lymphangiomyomatosis	None
Pulmonary myomatosis	None
Alpha-gal allergy	None
Allergy to alpha-gal	None
IgE-mediated alpha-gal allergy	None
Immunoglobulin E-mediated alpha-gal allergy	None
Abnormal immunoglobulin concentration	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal serum level of immunoglobulin	None
Recurrent gastroenteritis	None
Increased proportion of marginal zone B cells	None
Reduced proportion of naive T cells	None
Abnormal T cell subset distribution	None
Monoclonal elevation of IgG light chain	None
Giant neutrophil granules	None
Complement component 4B deficiency	None
C4b deficiency	None
Decreased serum complement C4b	None
Congenital exfoliative erythroderma	None
Recurrent vulvovaginal candidiasis	None
Corneal inflammation	None
Keratitis	None
Meat allergy	None
Meat allergen allergy	None
Immunoglobulin E-mediated meat allergen allergy	None
IgE-mediated meat allergen allergy	None
Allergy to meat allergens	None
Increased serum IL-6	None
Increased serum interleukin-6	None
Disseminated histoplasmosis	None
Juvenile myelomonocytic leukemia	None
Constrictive pericarditis	None
Abnormal proportion of CD8-positive, alpha-beta memory T cells	None
Insect bite allergy	None
IgE-mediated insect bite allergy	None
Allergy to insect bites	None
Immunoglobulin E-mediated insect bite allergy	None
Anti-pituitary antibody positivity	None
Abnormal proportion of effector memory CD8-positive, alpha-beta T cells	None
Chronic myelomonocytic leukemia	None
Abnormal serum interferon-gamma level	None
Oligoclonal elevation of circulating IgM	None
Anti-MUSK antibodies	None
Muscle specific kinase antibody positivity	None
Fulminant hepatitis	None
Abnormality of chemokine secretion	None
Lymphatic disease	None
Abnormality of the lymphatic system	None
Anticardiolipin IgM antibody positivity	None
Humoral immunodeficiency	None
Eosinophilic infiltration of the oesophagus	None
Eosinophilic infiltration of the esophagus	None
Anti-B2GPI positivity	None
Anti-beta 2 glycoprotein I antibody positivity	None
Abnormal inflammatory response	None
Anti-asialoglycoprotein receptor antibody positivity	None
