Inguinal hernia	HP:0000023
Abnormal activity of mitochondrial respiratory chain	None
Deficient excision of UV-induced pyrimidine dimers in DNA	None
Increased anti-feather IgE antibody level	None
Abnormal IgE level	None
Increased hepatitis B virus antibody level	None
Decreased mitochondrial malic enzyme	None
Mitochondrial malic enzyme reduced	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Increased level of anti-bacteria IgE antibody	None
Increased anti-bacteria IgE antibody level	None
Polyclonal elevation of circulating IgA	None
'Fingerprint profiles' ultrastructurally in cells	None
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	None
Fingerprint profiles ultrastructurally	None
Acid phosphatase elevated	None
Elevated serum acid phosphatase	None
Granular osmiophilic deposits (GROD) in cells	None
Reduced granulocyte CD18 level	None
Abnormal CD69 upregulation upon TCR activation	None
Abnormal iron deposition in mitochondria	None
Reduced natural killer cell activity	None
Decreased natural antibody to blood group agents	None
Reduced isohemagglutinin level	None
Polyclonal elevation of circulating IgE	None
Abnormality of chromosome segregation	None
Increased circulating specific IgE antibody	None
Decreased lymphocyte proliferation in response to anti-CD3	None
Endopolyploidy on chromosome studies of bone marrow	None
Increased anti-house dust mite IgE antibody level	None
Increased anti-house dust IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Abnormal IgD level	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Intracellular accumulation of autofluorescent lipopigment storage material	None
Decreased plasma total carnitine	None
Elevated intracellular cystine	None
Abnormal mitochondrial shape	None
Reduced B cell function	None
Abnormality of B cell physiology	None
Increased level of anti-seafood IgE antibody	None
Increased anti-seafood IgE antibody level	None
IgG heavy chain paraproteinemia	None
Gamma heavy-chain disease	None
Decreased circulating IgG4 level	None
Low levels of immunoglobulin A	None
Decreased immunoglobulin A	None
Decreased circulating IgA level	None
Reduced IgA levels	None
Gamma-A globulin deficiency	None
Decreased IgA	None
IgA deficiency	None
Zebra bodies	None
Increased sensitivity to ionising radiation	None
Increased sensitivity to ionizing radiation	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Secretory IgA deficiency	None
Monoclonal elevation of IgG kappa chain	None
Defective T cell proliferation	None
Homer Wright rosette	None
Absence of delayed hypersensitivity skin test	None
Lack of delayed skin hypersensitivity reaction	None
Cutaneous anergy	None
Specific antibody deficiency	None
Decreased circulating level of specific antibody	None
Decreased specific antibody in blood	None
Cellular hypersensitivity to diepoxybutane	None
Abnormal lymphocyte proliferation	None
Decreased expression of GPI-anchored proteins on the cell surface	None
Impaired B-lymphocyte isotype switching	None
Impaired Ig class switch recombination	None
Monoclonal immunoglobulin M proteinemia	None
Waldenstrom macroglobulinemia	None
Short telomere length	None
Impaired memory B cell generation	None
Cellular metachromasia	None
Alpha heavy chain disease	None
IgA heavy chain paraproteinemia	None
Decreased CD69 upregulation upon TCR activation	None
Decreased specific antibody response to protein vaccine	None
Increased anti-plant product IgE antibody level	None
Increased intracellular Na+ levels	None
Increased intracellular sodium	None
High intracellular Na	None
Increased hepatitis A virus antibody level	None
Monoclonal elevation of IgG	None
Abnormal cell proliferation	None
Transient decreased circulating total IgG	None
Reduced granulocyte CD59 level	None
Increased level of anti-plant based food allergen IgE antibody	None
Increased anti-plant based food allergen IgE antibody level	None
Absent Birbeck granules in Langerhans cells	None
Decreased IgM level	None
IgM deficiency	None
Decreased IgM	None
Reduced IgM levels	None
Decreased circulating total IgM	None
Increased rate of premature chromosome condensation	None
Reduced granulocyte CD16 level	None
Abnormal telomere morphology	None
Monoclonal elevation of IgG heavy chain	None
Mitochondrial lysine transport defect	None
Increased anti-meat allergen IgE antibody level	None
Increased circulating IgG3 level	None
Decreased CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Poor CD25 upregulation upon TCR activation	None
Respiratory complex I deficiency	None
Decreased activity of mitochondrial complex I	None
3-Methylglutaric aciduria	None
3-methylglutaricaciduria	None
Reduced fibroblast CD59 level	None
Mitochondrial respiratory chain defects	None
Increased circulating IgG subtype	None
Abnormality of the cell cycle	None
Decreased plasma carnitine	None
Carnitine deficiency	None
Monoclonal elevation of circulating IgA	None
Defective B cell activation	None
Abnormal IgM level	None
Abnormal oocyte morphology	None
Abnormal B cell proliferation	None
Increased IgG level	None
Increased levels of IgG	None
Increased total IgG in blood	None
Increased circulating IgG level	None
Decreased activity of mitochondrial respiratory complexes	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory chain	None
Increased anti-venom IgE antibody level	None
Prolonged G2 phase of cell cycle	None
Increased anti-dust mite IgE antibody level	None
Increased level of anti-dust mite IgE antibody	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Decreased serum IgG	None
IgG deficiency	None
Decreased gamma-globin expression	None
Decreased IgG level	None
Reduced IgG levels	None
Decreased circulating IgG level	None
Decreased immunoglobulin G	None
Respiratory complex deficiency, ATPase deficiency	None
Decreased activity of mitochondrial ATP synthase complex	None
Bruise easily	None
Bruisability	None
Bruising susceptibility	None
Easy bruising	None
Easy bruisability	None
Dilatation of the fusiform descending thoracic aorta	None
Fusiform descending thoracic aortic aneurysm	None
Abnormal pulmonary artery morphology	None
Left aortic arch with retroesophageal right subclavian artery	None
Thickened interventricular septum	None
Ventricular septal hypertrophy	None
Rectal bleeding	None
Recurrent rectal bleeding	None
Hematochezia	None
Cleft anterior mitral valve leaflet	None
Plaque build-up in aorta artery	None
Aortic atherosclerosis	None
Atherosclerosis of the aorta	None
Atherosclerotic changes of aorta	None
Aortic atherosclerotic lesion	None
Noncompaction of the ventricular myocardium	None
Spongiform cardiomyopathy	None
Noncompaction cardiomyopathy	None
Only one artery in umbilical cord instead of two	None
2 vessel cord	None
Single umbilical artery	None
Two vessel umbilical cord	None
Two vessel cord	None
2 vessel umbilical cord	None
Heart defect	None
Abnormality of cardiovascular system morphology	None
Cardiovascular malformations	None
Mucoid extracellular matrix accumulation	None
Cystic medial necrosis of the aorta	None
MEMA	None
Uterine arteriovenous malformation	None
Prominent veins on trunk	None
Erythema of eyelid	None
Eyelid erythema	None
Erythema of the eyelids	None
Arterial rupture	None
Red eye	None
Cardiac rhabdomyoma	None
Vascular abnormalities restricted to skin	None
Vascular skin abnormality	None
Skin vascular malformation	None
Precocious atherosclerosis	None
Premature atherosclerosis	None
Premature plaque build-up in arteries	None
Cardiogenic shock	None
Cardiovascular shock	None
Discordant atrioventricular connection	None
Right ventricular cardiomyopathy	None
Cardiomyopathy, esp. right ventricular	None
Cardiomyopathy, right ventricular	None
Middle cerebral artery calcification	None
Premature sudden cardiac death	None
Sudden cardiac death	None
Global systolic dysfunction	None
Dilatation of the mitral annulus	None
Flat purpura	None
Macular purpura	None
Fusiform aortic arch aneurysm	None
Aortic elastic fiber disorganization	None
Short chordae tendineae of the tricuspid valve	None
Bicuspid pulmonary valve	None
Arterial cystic medial necrosis	None
Cystic medial necrosis	None
Abnormal vein of face	None
Abnormal facial vein morphology	None
Abnormality of facial vein	None
Torsades de pointes	None
Torsade de pointes	None
Coronary artery aneurysm	None
Coronary artery ectasia	None
Coronary artery dilatation	None
Coronary arterial dilatation	None
Restrictive cardiomyopathy	None
Coarctation of abdominal aorta	None
Radial artery aplasia	None
Raynaud phenomenon	None
Raynaud's phenomenon	None
Raynaud disease	None
Posterior communicating artery aneurysm	None
Atrial cardiomyopathy	None
Inflammatory arteriopathy	None
Abnormality of eye blood vessels	None
Abnormality of the vasculature of the eye	None
Splenopancreatic fusion	None
Blood pressure substantially lower in upper than upper extremities	None
Aortic medial fibrosis	None
Purely bicuspid aortic valve	None
Accessory spleen	None
Membranous ventricular septal aneurysm	None
Aneurysm of the membranous ventricular septum	None
Interventricular septum membranous part aneurysm	None
DORV with doubly committed VSD	None
Double outlet right ventricle, doubly committed ventricular septal defect	None
Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	None
Abnormal pulmonary vein morphology	None
Thoracocervical ectopia cordis	None
Thoracic aortic aneurysm	None
Dilatation of the thoracic aorta	None
Severely reduced ejection fraction	None
Obstruction of the superior vena cava	None
Superior vena cava obstruction	None
Superior vena cava syndrome	None
Grade III preterm intraventricular hemorrhage	None
Coarctation in the transverse aortic arch	None
Tonsillar hypoplasia	None
Absent tonsils	None
Hypoplastic tonsils	None
Aneurysmal dilatation	None
Wider than typical opening or gap	None
Aneurysm	None
Dilatation	None
Aneurysms	None
Aneurysmal disease	None
Telangiectasia of the oral mucous membrane	None
Angioectasia of the oral mucous membrane	None
Spider veins of the oral mucosa	None
Angioectasia of the oral mucosa	None
Telangiectasia of the oral mucosa	None
Abnormal echocardiogram	None
Abnormal echocardiography	None
Dilatation of mesenteric artery	None
Mesenteric artery aneurysm	None
Abnormality of iris blood vessels	None
Abnormal iris vasculature	None
Abnormality of respiratory circulation	None
Abnormal pulmonary circulation	None
Abnormality of pulmonary circulation	None
Concentric hypertrophic cardiomyopathy	None
Symmetric, concentric, hypertrophic cardiomyopathy	None
Pulmonary venous stenosis	None
Pulmonary venoocclusive disease	None
Pulmonary venous occlusion	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Facial capillary hemangioma	None
Systemic capillary leak syndrome	None
Capillary leak	None
Increased capillary permeability	None
Lower extremity peripheral artery calcification	None
Lower extremity peripheral arterial calcification	None
Congenital malformation of the great arteries	None
Abnormal size of nasopharyngeal adenoids	None
Type VI atherosclerotic lesion	None
Endocardial fibroelastosis	None
Abnormal capillary physiology	None
Pseudoaneurysm	None
A contained rupture of an artery with a disruption in all 3 layers of the arterial wall.	None
Abnormal atrioventricular valve physiology	None
Swiss cheese ventricular septal defect	None
Multiple muscular ventricular septal defects	None
Ventricular flutter	None
Renal artery duplication	None
Accessory renal artery	None
Double renal artery	None
Coronary sinus diverticulum	None
Diverticulum of the coronary sinus	None
Quadricuspid aortic valve	None
Swollen lymph nodes in the neck	None
Cervical lymphadenopathy	None
Heart stops beating	None
Cardiac arrest	None
Hypertrophy of the pulmonary artery wall	None
Pulmonary arterial medial hypertrophy	None
Interstitial cardiac fibrosis	None
Bleeding within the skull	None
Intracranial hemorrhage	None
Focal necrosis of right ventricular muscle cells	None
Abnormal heart rate variability	None
Intestinal bleeding	None
Intestinal hemorrhage	None
Vulvar hemangioma	None
Double inlet to single ventricle of indeterminate morphology	None
DORV with subaortic VSD without pulmonary stenosis	None
Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis	None
Abnormal morphology of left ventricular trabeculae	None
Abdominal aortic calcification	None
Abnormal atrioventricular conduction	None
Intralamellar aortic medial fibrosis	None
Elevated jugular venous pressure	None
Enlarged mesenteric lymph node	None
Right-sided aortic arch	None
Right aortic arch	None
Chronic spontaneous urticaria	None
CSU	None
Chronic idiopathic urticaria	None
CIU	None
Pelvic arteriovenous malformation	None
Abnormal S wave	None
Abnormal T-wave	None
T-wave abnormalities	None
EKG: T-wave abnormalities	None
Double outlet right ventricle, noncommitted ventricular septal defect	None
DORV with non-committed VSD without pulmonary stenosis	None
Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	None
Systolic heart murmur	None
Antidromic AVRT	None
Antidromic atrioventricular reentrant tachycardia	None
Moderately reduced ejection fraction	None
