Inguinal hernia	HP:0000023
Absent lungs	None
Pulmonary artery sling	None
Decreased CD69 upregulation upon TCR activation	None
Thin zona pellucida	None
Abnormal T cell proliferation	None
Abnormal Langerhans cell morphology	None
Increased cellular sensitivity to UV light	None
Increased level of anti-bacteria IgE antibody	None
Increased anti-bacteria IgE antibody level	None
Increased hepatitis B virus antibody level	None
'Fingerprint profiles' ultrastructurally in cells	None
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	None
Fingerprint profiles ultrastructurally	None
Reduced granulocyte CD18 level	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Abnormal cell proliferation	None
Increased anti-nut food product IgE antibody level	None
IgG heavy chain paraproteinemia	None
Gamma heavy-chain disease	None
Decreased lymphocyte proliferation in response to mitogen	None
Reduced lymphocyte proliferation to mitogen	None
Rosette	None
Complete or near-complete absence of specific antibody response to tetanus vaccine	None
Partial absence of specific antibody response to pneumococcus vaccine	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Abnormality of the cell cycle	None
Abnormal cardiomyocyte connexin43 staining	None
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Curvilinear profiles ultrastructurally	None
'Curvilinear profiles' ultrastructurally in cells	None
Intracellular curvilinear profiles on ultrastructural analysis	None
'curvilinear profiles' ultrastructurally	None
Defective interstrand cross-link repair	None
Increased level of anti-seafood IgE antibody	None
Increased anti-seafood IgE antibody level	None
Increased hepatitis C virus antibody level	None
Abnormal lymphocyte physiology	None
Partial absence of specific antibody response to tetanus vaccine	None
Abnormal lysosomal morphology	None
Heavy-chain paraproteinemia	None
Decreased specific antibody response to vaccination	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Rectilinear profiles ultrastructurally	None
Rectilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Increased rate of premature chromosome condensation	None
Monoclonal elevation of intact IgG	None
Monoclonal elevation of IgG	None
Abnormal cellular phenotype	None
Impaired memory B cell generation	None
Mitochondrial respiratory chain defects	None
Increased anti-dairy protein IgE antibody level	None
Increased anti-dairy IgE antibody level	None
Secretory IgA deficiency	None
Decreased activity of 3-hydroxyacyl-CoA dehydrogenase	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
Increased circulating IgG subtype	None
Impaired B-lymphocyte isotype switching	None
Impaired Ig class switch recombination	None
Absence of delayed hypersensitivity skin test	None
Lack of delayed skin hypersensitivity reaction	None
Cutaneous anergy	None
Respiratory complex deficiency, ATPase deficiency	None
Decreased activity of mitochondrial ATP synthase complex	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Abnormal cell morphology	None
Increased circulating IgG1 level	None
Monoclonal immunoglobulin M proteinemia	None
Waldenstrom macroglobulinemia	None
Defective T cell proliferation	None
Abnormal lymphocyte proliferation	None
Abnormality of mucopolysaccharide metabolism	None
Reduced natural killer cell activity	None
Deficiency of N-acetylglucosamine-1-phosphotransferase	None
Decreased lymphocyte apoptosis	None
Defective lymphocyte apoptosis	None
Abnormal IgE level	None
Monoclonal elevation of circulating IgE	None
Immunoglobulin IgG2 deficiency	None
Decreased circulating IgG2 level	None
Reduced IgG2 levels	None
Mitochondrial dysfunction	None
Abnormality of mitochondrial metabolism	None
Reduced granulocyte CD59 level	None
Absent Birbeck granules in Langerhans cells	None
Abnormality of T cell physiology	None
Increased circulating IgG3 level	None
Decreased expression of GPI-anchored proteins on the cell surface	None
Decreased CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Poor CD25 upregulation upon TCR activation	None
True ependymal rosette	None
Reduced fibroblast CD59 level	None
Cellular hypersensitivity to mitomycin C	None
Complete or near-complete absence of specific antibody response to pneumococcus vaccine	None
Cellular hypersensitivity to diepoxybutane	None
Decreased mitochondrial number	None
Decreased activity of the pyruvate dehydrogenase complex	None
Pyruvate dehydrogenase complex deficiency	None
Decreased activity of the PDH complex	None
Intracellular accumulation of autofluorescent lipopigment storage material	None
Premature separation of centromeric heterochromatin	None
Acid phosphatase elevated	None
Elevated serum acid phosphatase	None
IgE deficiency	None
Decreased circulating total IgE	None
Decreased IgE	None
Decreased circulating total IgA	None
Total immunoglobulin A deficiency	None
Decreased total IgA in blood	None
Increased anti-plant product IgE antibody level	None
Decreased circulating IgG1 level	None
3-Methylglutaric aciduria	None
3-methylglutaricaciduria	None
Chromosomal breakage induced by mitomycin C	None
Chromosomal breakage induced by diepoxybutane	None
Chromosomal breakage induced by crosslinking agents	None
Increased anti-meat allergen IgE antibody level	None
Light-chain paraproteinemia	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Reduced B cell function	None
Abnormality of B cell physiology	None
Reduced granulocyte surface marker level	None
Monoclonal elevation of circulating IgA	None
Abnormal buccal mucosa cell morphology	None
Decreased circulating total IgG	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Abnormal B cell proliferation	None
Myocardial sarcomere disarray	None
Myocardial sarcomeric disarray	None
Complete or near-complete absence of specific antibody response to hepatitis B vaccine	None
Elevated IgA	None
Increased serum IgA	None
Increased levels of IgA	None
Elevated serum IgA	None
IgA hypergammaglobulinemia	None
Increased circulating IgA level	None
Decreased plasma free carnitine	None
Abnormality of the mitochondrion	None
Mitochondrial abnormalities	None
Lack of T cell function	None
Absent cellular immunity	None
Chronic decreased circulating total IgG	None
Abnormal IgA level	None
Folate-dependent fragile site at Xq28	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Alpha heavy chain disease	None
IgA heavy chain paraproteinemia	None
Oligoclonal elevation of circulating IgM	None
Reduced reactive oxygen species production in neutrophils	None
Decreased IgD	None
Decreased circulating total IgD	None
IgD deficiency	None
Agammaglobulinaemia	None
Agammaglobulinemia	None
Increased anti-food allergen IgE antibody level	None
Increased level of anti-food allergen IgE antibody	None
Increased mitochondrial number	None
Increased level of anti-plant based food allergen IgE antibody	None
Increased anti-plant based food allergen IgE antibody level	None
Defective B cell differentiation	None
Abnormal mitochondrial shape	None
Monoclonal elevation of IgG light chain	None
Abnormal CD69 upregulation upon TCR activation	None
Increased anti-alpha-gal IgE antibody level	None
Increased anti-galactose-alpha-1, 3 galactose IgE antibody level	None
Monoclonal elevation of IgG kappa chain	None
Partial absence of specific antibody response to meningococcus vaccine	None
Partial absence of specific antibody response to hepatitis B vaccine	None
Perivascular pseudorosette	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Increased anti-venom IgE antibody level	None
Abnormal zona pellucida morphology	None
Abnormal distribution of cell junction proteins in buccal mucosal cells	None
Reduced fibroblast CD16 level	None
Defective B cell activation	None
Abnormality of redox activity	None
Oligoclonal elevation of circulating IgE	None
Decreased IgM level	None
IgM deficiency	None
Decreased IgM	None
Reduced IgM levels	None
Decreased circulating total IgM	None
Respiratory complex II deficiency	None
Decreased activity of mitochondrial complex II	None
Increased sensitivity to ionising radiation	None
Increased sensitivity to ionizing radiation	None
Whole-immunoglobulin paraproteinemia	None
Intranuclear cardiomyocyte mitochondria	None
Mitochondrial depletion	None
High frequency of chromosome breaks in lymphocytes	None
Chromosome breakage	None
Multiple chromosomal breaks	None
Increased chromosomal breakage	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage rate	None
Increased circulating IgG2 level	None
Abnormal activity of mitochondrial respiratory chain	None
Cellular metachromasia	None
Increased circulating total IgE level	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Elevated serum IgE	None
Abnormal IgD level	None
Reduced granulocyte CD55 level	None
Abnormal mitochondria in muscle tissue	None
Abnormal mitochondria in muscle	None
Decreased activity of mitochondrial respiratory complexes	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory chain	None
Absent natural antibody to blood group agents	None
Absent isohemagglutinin level	None
Polyclonal elevation of circulating IgG	None
Abnormal iron deposition in mitochondria	None
Abnormal lymphocyte apoptosis	None
Abnormal CD25 upregulation upon TCR activation	None
Decreased lymphocyte proliferation in response to anti-CD3	None
Abnormality of glycosaminoglycan metabolism	None
Prolonged G2 phase of cell cycle	None
Dysgammaglobulinemia	None
Premature chromatid separation	None
Abnormal chromosome morphology	None
Abnormality of DNA repair	None
Decreased circulating IgG4 level	None
Increased anti-animal dander IgE antibody level	None
Increased level of anti-dander IgE antibody	None
IgD hypergammaglobulinemia	None
Increased circulating IgD level	None
Increased serum IgD	None
Elevated serum IgD	None
Increased IgD level	None
Increased levels of IgD	None
Elevated IgD	None
Panhypogammaglobulinemia	None
Panypogammaglobulinemia	None
Reduced fibroblast surface marker level	None
Polyclonal elevation of circulating IgE	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Reduced cell surface marker level	None
Increased intracellular Na+ levels	None
Increased intracellular sodium	None
High intracellular Na	None
Flexner-Wintersteiner rosette	None
Monoclonal elevation of IgG heavy chain	None
Increased susceptibility to spontaneous sister chromatid exchange	None
Decreased immunoglobulin level	None
Reduced immunoglobulin levels	None
Decreased antibody level in blood	None
Immunoglobulin deficiency	None
Hypogammaglobulinemia	None
Decreased serum immunoglobulin	None
Respiratory complex I deficiency	None
Decreased activity of mitochondrial complex I	None
Increased hepatitis A virus antibody level	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Abnormal cardiomyocyte plakoglobin staining	None
Hyperglobulinemia	None
Hypergammaglobulinaemia	None
Elevated immunoglobulin levels	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased antibody level in blood	None
Increased serum gamma globulin	None
Increased immunoglobulin level	None
Hypergammaglobulinemia	None
Increased anti-insect IgE antibody level	None
Partial IgA deficiency	None
Increased IgG level	None
Increased levels of IgG	None
Increased total IgG in blood	None
Increased circulating IgG level	None
Granular osmiophilic deposits (GROD) in cells	None
Abnormality of cell physiology	None
Abnormal cellular physiology	None
Oligoclonal T cell expansion	None
Cardiomyocyte hypertrophy	None
Myocyte cellular hypertrophy	None
Increased anti-house dust mite IgE antibody level	None
Increased anti-house dust IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Abnormality of chromosome condensation	None
Abnormal IgG level	None
Decreased specific antibody response to polysaccharide vaccine	None
Abnormal flow cytometry test rest	None
Decreased specific antibody response to protein vaccine	None
Abnormal immunoglobulin concentration	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal serum level of immunoglobulin	None
Lipogranulomatosis	None
Abnormality of lysosomal metabolism	None
Mitochondrial swelling	None
Oligoclonal elevation of circulating IgG	None
Cardiomyocyte degeneration	None
Oligoclonal elevation of circulating IgA	None
Abnormal natural killer cell physiology	None
Decreased specific antibody response to infection	None
Abnormal cadiomyocyte dystrophin staining	None
Increased reactive oxygen species production	None
Oxidative stress	None
Increased ROS production	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T-cell activation	None
Abnormal T lymphocyte activation	None
Polyclonal elevation of circulating IgA	None
Low levels of immunoglobulin A	None
Decreased immunoglobulin A	None
Decreased circulating IgA level	None
Reduced IgA levels	None
Gamma-A globulin deficiency	None
Decreased IgA	None
IgA deficiency	None
Increased anti-parasite IgE antibody level	None
Impaired activated T cell proliferation	None
Impaired cellular adaptive immune response	None
Reduced antigen-specific T cell proliferation	None
Antigen-specific T cell proliferation defect	None
Impaired Ag-specific T cell proliferation	None
Elevated intracellular cystine	None
Facial telangiectatic vessels	None
Facial telangiectasia	None
